x,y,raw,cumulative,Logistic
85.7709554,42.4459554,1.75E-05,2.834730688,0.002102971
76.8709554,21.32928874,5.54E-10,0.000013338,0.000000067
98.7959554,46.52928874,3.68E-06,0.492599866,0.000442273
137.8459554,49.88762207,9.05E-06,1.599834867,0.001085267
96.36262207,58.33762207,8.54E-07,0.058394112,0.000102515
69.25428874,44.21262207,9.99E-07,0.072148669,0.000120021
116.9709554,56.70428874,6.42E-08,0.001279404,0.000007716
61.77928874,45.20428874,3.63E-07,0.014593789,0.00004355
64.9709554,52.72928874,1.89E-06,0.180042895,0.000227299
105.8126221,45.7959554,1.08E-05,1.914269297,0.001293058
70.5459554,25.9209554,6.35E-11,0.00000122,0.000000008
75.97928874,40.2709554,7.39E-06,1.274077586,0.000887119
84.2459554,31.62928874,1.36E-05,2.355131272,0.00163421
87.5209554,30.3459554,1.07E-05,1.908889559,0.001286483
110.6042887,53.07928874,2.21E-06,0.228492222,0.000265569
69.5209554,39.63762207,1.90E-05,2.991617562,0.002271288
73.86262207,24.32928874,1.12E-10,0.00000264,0.000000013
112.7792887,34.0709554,6.69E-06,1.125727222,0.000802548
102.8626221,51.38762207,4.59E-05,5.174465004,0.005477767
136.6792887,49.60428874,9.63E-06,1.726712741,0.001155871
112.1709554,51.9209554,3.95E-06,0.546246745,0.000473858
106.7876221,28.3209554,6.81E-05,6.361126191,0.008111649
91.80428874,31.18762207,2.99E-05,4.028155049,0.003575078
82.8709554,48.35428874,1.69E-06,0.148978965,0.000202494
84.10428874,35.0209554,1.69E-06,0.150331271,0.000203419
113.7792887,34.7209554,2.65E-06,0.298590269,0.000318717
85.9209554,47.73762207,1.83E-06,0.170909301,0.000220282
75.53762207,37.2959554,4.59E-07,0.024575697,0.000055109
93.10428874,22.72928874,2.05E-08,0.00041289,0.000002468
93.40428874,27.60428874,1.16E-04,8.154766746,0.013707097
103.1542887,26.8209554,6.06E-05,5.968389275,0.007230578
100.5792887,32.7959554,7.21E-05,6.585395988,0.008583296
142.7042887,52.47928874,1.71E-05,2.796598257,0.002054204
92.88762207,53.67928874,1.04E-05,1.842553428,0.001242718
136.1876221,49.38762207,1.06E-05,1.883325335,0.001267679
86.71262207,42.26262207,4.05E-06,0.567837673,0.000485772
120.1876221,32.11262207,5.03E-05,5.356647896,0.006006721
132.9876221,49.72928874,3.65E-06,0.484167232,0.00043782
63.1209554,48.26262207,3.26E-07,0.012251752,0.000039108
64.37928874,53.61262207,3.08E-06,0.37141322,0.000369972
108.2459554,41.00428874,8.55E-06,1.502137123,0.001025676
91.0959554,28.9709554,2.10E-05,3.217410008,0.002518096
62.65428874,28.35428874,4.26E-10,0.000010207,0.000000051
75.62928874,43.73762207,1.06E-05,1.881212501,0.001265937
71.20428874,39.17928874,6.24E-06,1.035120868,0.000749341
96.46262207,38.9959554,4.93E-06,0.782256293,0.000591283
91.76262207,55.98762207,1.02E-05,1.817888809,0.001222815
93.5959554,55.91262207,7.64E-06,1.324505665,0.000917107
60.3209554,40.9709554,2.19E-07,0.006807371,0.000026359
114.3709554,41.98762207,2.92E-05,3.960029404,0.003495215
93.27928874,21.3959554,4.91E-09,0.000117892,0.000000589
135.2959554,48.58762207,1.17E-05,2.087403932,0.001405357
74.0959554,47.96262207,1.38E-06,0.11688019,0.000166094
81.98762207,21.6959554,5.93E-11,0.000001098,0.000000007
101.6459554,54.25428874,5.38E-06,0.87197769,0.000646078
91.5959554,36.6709554,8.41E-06,1.47838552,0.001008806
130.5959554,57.98762207,9.97E-09,0.000215076,0.000001197
75.35428874,19.10428874,1.31E-10,0.000003182,0.000000016
125.9876221,37.0209554,1.32E-04,8.751863599,0.015643882
113.2292887,39.68762207,1.92E-05,3.022157331,0.002304984
93.0209554,58.40428874,2.12E-06,0.21461985,0.000255054
93.35428874,54.06262207,1.58E-05,2.636082123,0.001894819
99.03762207,36.7709554,1.84E-05,2.928131029,0.002206084
75.7709554,59.20428874,4.90E-06,0.778321211,0.000588029
110.8042887,52.5459554,2.58E-06,0.283162764,0.000309747
70.87928874,52.1459554,4.37E-06,0.644805135,0.000524269
86.4209554,23.7709554,2.19E-10,0.000005339,0.000000026
65.43762207,50.41262207,7.89E-07,0.052477792,0.000094697
108.6126221,40.11262207,1.66E-05,2.715426973,0.001994035
119.3042887,59.53762207,1.09E-07,0.002450644,0.0000131
97.03762207,18.28762207,1.62E-09,0.000043011,0.000000194
82.26262207,28.42928874,1.01E-05,1.806708894,0.001213387
98.15428874,36.13762207,4.06E-05,4.832700167,0.004857262
65.8709554,37.83762207,1.25E-07,0.003119076,0.000015054
117.1376221,59.93762207,7.28E-08,0.001486824,0.00000874
118.6042887,39.40428874,9.02E-06,1.594413491,0.001081971
114.8376221,58.9209554,9.93E-08,0.00210759,0.000011922
116.1376221,24.13762207,3.41E-06,0.438315463,0.00040949
126.9126221,59.1459554,1.18E-07,0.002790228,0.00001413
98.4209554,2.829288737,1.02E-05,1.827087897,0.001229258
68.2209554,34.8709554,1.19E-05,2.127609001,0.00143164
81.78762207,35.23762207,1.32E-07,0.003441514,0.000015875
109.9709554,0.28762207,1.08E-09,0.000028028,0.00000013
112.6042887,45.10428874,5.54E-06,0.902035428,0.000665491
75.5459554,58.71262207,4.66E-06,0.717827768,0.000558842
71.3209554,29.0209554,1.75E-10,0.000004556,0.000000021
132.0292887,46.4709554,7.69E-06,1.335236706,0.000922394
62.07928874,44.61262207,3.83E-07,0.016526646,0.000045972
94.67928874,34.15428874,1.19E-05,2.125222419,0.001428027
119.4876221,57.83762207,1.43E-07,0.003799148,0.000017148
123.2626221,49.96262207,3.56E-06,0.466489367,0.000427919
81.2959554,57.86262207,3.62E-06,0.478713736,0.000434943
122.1792887,43.1459554,7.61E-06,1.316875255,0.000913376
99.6459554,25.5459554,7.64E-05,6.837512146,0.009095052
87.60428874,46.50428874,9.87E-07,0.070758244,0.000118516
118.6542887,48.13762207,2.90E-06,0.341523404,0.000348628
139.4459554,37.8209554,1.29E-04,8.634475285,0.015235197
81.18762207,28.62928874,2.61E-08,0.000511072,0.000003133
134.4709554,45.43762207,1.72E-05,2.803462542,0.002059951
71.9209554,51.2459554,3.57E-06,0.466845948,0.000428097
75.7959554,56.2209554,4.09E-06,0.577591012,0.00049051
101.5959554,42.13762207,3.53E-06,0.460812999,0.00042385
134.7626221,55.61262207,6.78E-07,0.042054314,0.000081441
100.7292887,55.57928874,4.95E-06,0.792134215,0.000594198
79.23762207,42.93762207,2.95E-05,3.983584287,0.003532274
99.30428874,38.81262207,1.84E-05,2.924449634,0.002205284
76.1959554,52.5709554,1.85E-06,0.173305484,0.000222125
119.2376221,35.93762207,1.63E-05,2.684207332,0.001950506
100.3209554,37.18762207,3.53E-05,4.453327687,0.004221463
103.6626221,38.57928874,8.20E-06,1.433509709,0.000983864
108.3376221,44.4959554,8.46E-06,1.485977148,0.00101555
139.7709554,38.20428874,2.77E-04,11.71958053,0.032197738
110.8209554,30.60428874,5.00E-05,5.346603499,0.005964661
92.52928874,26.82928874,3.22E-08,0.000614538,0.000003864
70.08762207,57.63762207,4.46E-06,0.666447496,0.000534797
108.9126221,49.9959554,4.77E-06,0.748887884,0.000572126
116.8876221,52.25428874,9.28E-07,0.065949962,0.000111415
73.47928874,57.43762207,4.15E-06,0.592006572,0.000497743
62.26262207,49.45428874,4.17E-07,0.020414043,0.00005014
103.1792887,32.92928874,1.17E-04,8.201515101,0.013886851
69.35428874,57.11262207,4.75E-06,0.745079928,0.000570337
79.9209554,47.26262207,1.53E-06,0.132018182,0.000183668
124.8709554,42.78762207,3.59E-05,4.499675986,0.004294227
67.6709554,37.5459554,1.76E-07,0.004680035,0.000021154
112.6459554,48.90428874,6.84E-06,1.160274657,0.000820745
78.35428874,38.50428874,1.69E-06,0.14999256,0.000203046
70.1209554,57.78762207,4.44E-06,0.659778767,0.000532651
122.4792887,56.76262207,3.79E-07,0.016259696,0.000045492
84.5709554,52.66262207,9.32E-06,1.66780057,0.001118133
124.6792887,58.56262207,9.75E-07,0.069286762,0.000117041
106.1376221,54.7209554,1.88E-06,0.17778045,0.00022576
89.73762207,38.1709554,7.51E-06,1.29570533,0.000901536
102.3959554,29.2709554,6.50E-05,6.201761821,0.007751005
90.96262207,32.37928874,1.75E-05,2.825972964,0.002091893
102.4959554,26.80428874,8.90E-05,7.359214363,0.010577136
122.6292887,53.33762207,6.67E-07,0.041177939,0.000080154
90.6709554,26.40428874,2.53E-08,0.000495627,0.000003037
83.31262207,25.60428874,1.84E-10,0.000004807,0.000000022
125.6376221,8.345955404,2.27E-09,0.000058654,0.000000272
122.1709554,40.97928874,1.23E-05,2.184488979,0.001475418
86.98762207,24.50428874,3.55E-10,0.000008918,0.000000043
112.5876221,39.48762207,5.79E-05,5.826228801,0.006908178
120.1459554,31.55428874,2.20E-05,3.32052391,0.002635397
94.82928874,19.01262207,3.69E-10,0.000009245,0.000000044
103.1209554,3.88762207,3.49E-09,0.00008686,0.000000419
128.6376221,47.86262207,8.84E-06,1.558615848,0.00106007
64.22928874,42.3959554,3.96E-07,0.01796994,0.000047595
75.2709554,30.07928874,8.22E-10,0.000019638,0.000000099
72.3709554,34.01262207,2.03E-08,0.000408787,0.000002434
114.1376221,23.7209554,2.71E-06,0.310943012,0.000325532
100.2126221,18.4959554,3.42E-10,0.000008637,0.000000041
87.22928874,39.8709554,1.43E-06,0.121507654,0.000171145
112.5542887,0.320955404,4.25E-08,0.000837107,0.000005104
63.3459554,45.93762207,4.06E-07,0.018890773,0.000048737
127.8042887,47.36262207,7.24E-06,1.243386171,0.000868629
106.1292887,40.2709554,5.64E-06,0.922726637,0.000676515
94.73762207,53.26262207,8.96E-06,1.580915624,0.001075275
98.4459554,34.76262207,1.90E-05,3.004916879,0.002281226
111.5709554,45.90428874,5.89E-06,0.96471657,0.000706571
112.6459554,2.204288737,2.56E-08,0.000505867,0.00000308
61.92928874,33.15428874,4.14E-07,0.019956729,0.000049764
102.8542887,2.154288737,5.66E-09,0.000135352,0.00000068
108.6042887,14.76262207,1.55E-07,0.00406708,0.000018605
109.6376221,56.97928874,1.81E-06,0.16653105,0.000217697
62.6459554,54.57928874,5.66E-06,0.931761132,0.000679484
85.6209554,40.16262207,2.10E-06,0.211033382,0.000252278
108.8209554,38.67928874,2.36E-05,3.461567375,0.002823557
74.16262207,19.0459554,2.22E-10,0.000005515,0.000000027
99.5459554,45.1959554,1.10E-05,1.956678446,0.001317064
124.7876221,41.2709554,2.92E-04,11.91907003,0.033881654
127.4126221,56.58762207,2.16E-07,0.006654711,0.000025992
100.5209554,40.98762207,3.89E-06,0.537619971,0.000467401
103.9042887,41.97928874,6.41E-06,1.06489373,0.000769714
113.1792887,22.35428874,3.63E-07,0.01463007,0.000043574
79.4709554,24.56262207,3.68E-10,0.000009135,0.000000044
86.60428874,34.87928874,3.22E-06,0.398179688,0.00038629
93.91262207,22.91262207,1.39E-08,0.000288561,0.000001664
82.88762207,25.3709554,1.45E-10,0.000003611,0.000000017
83.1209554,55.21262207,6.54E-06,1.096648833,0.00078492
73.2459554,17.83762207,7.06E-10,0.000017126,0.000000085
104.0542887,54.00428874,6.65E-06,1.120388962,0.000798457
114.0792887,30.32928874,1.04E-05,1.851889519,0.001246374
76.7209554,34.71262207,3.96E-07,0.017851132,0.000047515
91.0709554,56.85428874,5.59E-06,0.911499258,0.000670573
113.9209554,58.6959554,2.07E-07,0.00629516,0.00002486
71.18762207,24.38762207,1.25E-11,0.000000044,0.000000002
80.65428874,26.32928874,1.39E-10,0.000003411,0.000000017
73.13762207,20.97928874,2.21E-11,0.000000156,0.000000003
113.2459554,0.045955404,6.70E-08,0.001325759,0.000008049
107.1292887,21.9959554,6.80E-07,0.042122267,0.000081611
108.0042887,52.73762207,2.26E-06,0.2367779,0.000271727
123.2292887,41.3709554,1.86E-05,2.955925528,0.002229386
85.93762207,40.9459554,1.56E-06,0.136351386,0.000187576
104.3709554,53.81262207,6.29E-06,1.04138968,0.00075449
76.56262207,45.63762207,1.07E-06,0.079922698,0.000128962
105.8959554,21.51262207,1.32E-07,0.003415116,0.000015819
92.8709554,51.83762207,4.42E-06,0.656233838,0.000530773
117.2542887,51.32928874,1.11E-06,0.083848792,0.000133215
104.5209554,17.17928874,9.67E-10,0.000024845,0.000000116
102.1959554,28.96262207,7.91E-04,16.94406637,0.086730854
65.7709554,57.50428874,7.18E-06,1.231124759,0.000861136
67.4209554,38.90428874,1.80E-05,2.889848577,0.002160128
71.95428874,43.90428874,7.29E-07,0.047014883,0.000087505
70.40428874,27.86262207,8.92E-11,0.000001977,0.000000011
105.2292887,25.1459554,1.01E-04,7.751572032,0.011975701
135.8209554,34.98762207,1.63E-04,9.726013502,0.019166765
74.35428874,21.17928874,1.17E-10,0.000002755,0.000000014
76.5209554,28.66262207,5.06E-10,0.000012016,0.000000061
71.81262207,21.25428874,4.98E-11,0.000000833,0.000000006
61.55428874,58.72928874,1.06E-05,1.886505222,0.001273099
116.0292887,36.3709554,3.51E-06,0.458349002,0.000421773
105.1459554,12.21262207,2.99E-11,0.000000289,0.000000004
60.61262207,40.5459554,2.33E-07,0.007693716,0.000027951
101.4209554,12.90428874,3.01E-11,0.000000295,0.000000004
137.4209554,35.08762207,7.84E-03,31.2133869,0.484843152
98.51262207,58.9959554,5.67E-07,0.032082876,0.00006806
83.97928874,19.76262207,7.36E-09,0.000162073,0.000000884
116.8876221,1.795955404,9.30E-09,0.000200679,0.000001117
130.7042887,53.92928874,3.86E-07,0.016795773,0.000046401
117.2959554,25.9209554,6.64E-06,1.117063913,0.000796378
63.97928874,58.8709554,7.83E-06,1.36778024,0.000939146
66.21262207,46.18762207,3.98E-07,0.018089031,0.000047746
70.3709554,26.7709554,8.07E-11,0.00000179,0.00000001
63.25428874,31.15428874,1.84E-08,0.000371954,0.000002212
64.06262207,41.82928874,2.08E-07,0.006357395,0.000024966
81.5459554,37.0209554,2.43E-06,0.259550106,0.000291378
104.4626221,55.7209554,1.78E-06,0.161499138,0.000214125
82.21262207,55.61262207,4.39E-06,0.648748653,0.000526579
87.62928874,24.46262207,3.52E-10,0.000008776,0.000000042
70.97928874,43.86262207,6.44E-07,0.038946168,0.000077316
79.85428874,27.38762207,8.86E-10,0.000021701,0.000000106
139.2792887,50.4459554,1.33E-05,2.326801936,0.001597997
75.06262207,55.1959554,3.45E-06,0.448256101,0.000414192
110.2959554,59.47928874,2.22E-07,0.006918032,0.000026697
93.65428874,24.90428874,9.06E-08,0.001867708,0.000010876
104.5042887,26.52928874,9.72E-05,7.602468867,0.011544672
65.00428874,26.58762207,6.96E-09,0.00015567,0.000000835
67.43762207,32.42928874,3.47E-06,0.452757747,0.000416841
80.23762207,34.6959554,1.45E-06,0.123668552,0.000174598
73.50428874,26.5209554,2.21E-10,0.000005471,0.000000026
85.7709554,44.9709554,5.44E-07,0.030299399,0.000065389
61.18762207,26.75428874,1.03E-08,0.000227221,0.00000124
89.37928874,57.95428874,3.62E-06,0.477989329,0.000434711
134.3709554,48.17928874,9.03E-06,1.596219294,0.001083406
128.6792887,41.52928874,2.94E-04,11.94844217,0.034076031
74.6709554,40.42928874,8.63E-06,1.517600976,0.001035672
110.3709554,33.00428874,3.63E-06,0.481253797,0.000436292
92.6209554,51.28762207,1.70E-06,0.151010425,0.000204205
101.4292887,21.87928874,3.23E-07,0.01195995,0.000038741
100.8626221,27.37928874,4.02E-05,4.78016922,0.004801017
98.58762207,44.1709554,1.04E-05,1.850850509,0.001245412
89.6709554,25.0209554,5.62E-09,0.000134786,0.000000675
74.18762207,37.8459554,1.03E-06,0.075602038,0.000123752
74.5959554,50.9959554,3.38E-06,0.429149734,0.000405684
121.9959554,56.1709554,5.64E-07,0.031799828,0.000067722
118.8209554,28.47928874,3.96E-04,13.54109652,0.045369856
91.65428874,35.68762207,3.17E-06,0.389550641,0.000381054
106.3959554,33.4209554,4.57E-05,5.151560366,0.005464243
100.8709554,47.71262207,1.56E-05,2.599898901,0.001875768
97.73762207,50.58762207,3.58E-07,0.014341474,0.000042949
104.2126221,45.8709554,8.96E-06,1.579123407,0.001074996
60.26262207,39.08762207,1.27E-07,0.003182325,0.000015253
83.67928874,24.4459554,1.66E-10,0.000004296,0.00000002
115.4542887,57.88762207,1.44E-07,0.00382786,0.000017293
86.47928874,38.08762207,6.79E-06,1.144598878,0.000814278
127.1542887,44.22928874,1.92E-05,3.024081767,0.002306064
90.31262207,33.32928874,8.07E-06,1.407482321,0.000967787
110.7126221,50.6209554,7.06E-06,1.206915876,0.000847517
94.83762207,53.8459554,7.74E-06,1.349116903,0.000928404
104.8709554,44.80428874,7.89E-06,1.381145072,0.00094658
100.5459554,26.0709554,5.85E-06,0.955327703,0.000702214
98.30428874,16.0209554,9.55E-11,0.000002152,0.000000011
116.6792887,42.33762207,2.48E-05,3.584615913,0.002975445
137.9792887,52.07928874,2.89E-06,0.340363727,0.000347396
102.6959554,29.6459554,6.35E-05,6.098906318,0.007574406
